Key,Frequently,Ranking
10-286,444,1578
11-554,444,1579
13-508,444,1580
13-256,443,1581
12-682,443,1582
3-709,443,1583
26-690,443,1584
21-666,443,1585
11-279,443,1586
16-652,443,1587
19-94,442,1588
11-478,440,1589
13-441,440,1590
15-1994,440,1591
13-179,439,1592
15-303,439,1593
26-542,439,1594
11-193,439,1595
7-534,438,1596
18-750,438,1597
15-131,438,1598
18-106,438,1599
13-304,438,1600
10-151,438,1601
10-3360,437,1602
18-73,437,1603
11-382,437,1604
7-128,437,1605
13-350,437,1606
2-201,437,1607
12-195,436,1608
16-189,436,1609
15-456,436,1610
24-133,436,1611
15-292,436,1612
21-192,436,1613
4-168,436,1614
18-43,436,1615
3-199,436,1616
15-171,435,1617
11-318,435,1618
15-1733,435,1619
18-1011,435,1620
13-291,435,1621
10-931,434,1622
11-458,434,1623
16-544,433,1624
12-570,433,1625
21-556,433,1626
13-924,433,1627
13-240,433,1628
3-591,433,1629
7-1363,433,1630
4-575,432,1631
19-19,431,1632
21-9,430,1633
4-8,430,1634
3-9,430,1635
24-7,430,1636
16-9,430,1637
18-29,430,1638
12-9,430,1639
26-131,429,1640
10-1206,429,1641
7-164,429,1642
18-168,429,1643
26-112,429,1644
15-172,428,1645
2-8,428,1646
13-85,428,1647
18-72,427,1648
2-50,427,1649
15-88,427,1650
18-234,427,1651
7-354,426,1652
10-845,426,1653
7-1313,425,1654
2-227,425,1655
10-2192,425,1656
21-1313,424,1657
16-1262,424,1658
12-1353,424,1659
4-1134,424,1660
13-337,424,1661
13-308,424,1662
11-368,424,1663
3-1411,424,1664
26-76,423,1665
13-120,423,1666
11-124,423,1667
11-139,423,1668
13-424,423,1669
7-234,423,1670
11-460,423,1671
7-259,422,1672
11-1191,422,1673
13-159,421,1674
11-169,421,1675
15-737,420,1676
15-237,420,1677
10-499,420,1678
15-680,419,1679
15-841,419,1680
13-930,418,1681
11-1056,418,1682
26-530,417,1683
10-1365,417,1684
12-523,416,1685
16-501,416,1686
3-543,416,1687
4-461,416,1688
24-908,416,1689
21-512,416,1690
2-159,415,1691
15-1078,415,1692
13-1049,414,1693
15-176,413,1694
15-1718,413,1695
15-467,413,1696
13-1086,413,1697
15-1481,412,1698
15-319,412,1699
7-80,412,1700
15-1738,412,1701
21-3804,411,1702
12-3985,411,1703
7-2429,411,1704
10-652,411,1705
3-4159,411,1706
16-3600,411,1707
12-687,410,1708
3-714,410,1709
10-1184,410,1710
7-553,410,1711
4-409,410,1712
15-900,410,1713
4-599,410,1714
21-671,410,1715
11-491,410,1716
16-656,410,1717
15-28,409,1718
7-251,409,1719
15-228,409,1720
13-471,408,1721
13-1330,407,1722
11-1050,407,1723
1-41,406,1724
11-333,406,1725
7-1269,406,1726
24-100,406,1727
5-22,406,1728
15-722,405,1729
21-167,405,1730
12-169,405,1731
16-164,405,1732
3-171,405,1733
24-524,405,1734
10-108,404,1735
15-68,404,1736
16-1892,403,1737
21-1979,403,1738
7-725,403,1739
24-933,403,1740
3-2132,403,1741
12-2054,403,1742
4-1685,403,1743
24-3186,402,1744
19-41,402,1745
3-344,401,1746
12-335,401,1747
7-207,401,1748
16-319,401,1749
21-326,401,1750
24-712,400,1751
11-246,400,1752
13-229,400,1753
1-77,399,1754
11-520,399,1755
7-307,398,1756
18-384,398,1757
11-188,398,1758
7-3084,398,1759
7-422,397,1760
7-198,397,1761
16-105,397,1762
11-184,397,1763
21-108,397,1764
13-170,397,1765
18-398,397,1766
15-580,397,1767
10-1495,397,1768
3-108,397,1769
12-108,397,1770
7-74,396,1771
2-123,396,1772
24-453,396,1773
2-154,396,1774
18-194,396,1775
24-12,394,1776
15-225,394,1777
4-14,394,1778
7-202,393,1779
15-234,393,1780
10-73,393,1781
11-803,393,1782
7-279,393,1783
18-269,393,1784
11-2494,391,1785
13-2028,391,1786
26-347,389,1787
15-1352,389,1788
18-829,389,1789
4-361,388,1790
10-466,388,1791
24-1257,388,1792
7-979,387,1793
24-275,387,1794
11-406,387,1795
13-373,387,1796
11-87,386,1797
19-10,386,1798
10-465,385,1799
26-807,385,1800
13-320,385,1801
18-136,385,1802
15-752,385,1803
15-174,385,1804
11-349,385,1805
10-148,385,1806
23-11,385,1807
7-727,385,1808
15-2192,384,1809
3-1668,384,1810
7-289,384,1811
24-911,384,1812
10-1025,384,1813
18-1217,384,1814
21-1555,384,1815
15-965,384,1816
16-1492,384,1817
4-1333,384,1818
12-1602,384,1819
18-447,384,1820
11-186,383,1821
13-172,383,1822
10-482,383,1823
2-387,383,1824
10-1682,383,1825
1-79,382,1826
10-1979,382,1827
26-250,382,1828
15-343,381,1829
13-457,381,1830
2-78,381,1831
10-557,381,1832
19-149,381,1833
10-393,381,1834
18-657,381,1835
11-499,381,1836
3-1151,380,1837
12-1103,380,1838
21-1076,380,1839
10-200,380,1840
10-1967,380,1841
16-1038,380,1842
24-640,380,1843
4-939,380,1844
10-76,380,1845
4-902,379,1846
15-227,379,1847
12-2582,379,1848
15-445,379,1849
11-630,379,1850
21-2476,379,1851
19-199,379,1852
3-2687,379,1853
25-26,379,1854
15-133,377,1855
15-200,377,1856
12-1199,376,1857
16-1122,376,1858
26-245,376,1859
7-389,376,1860
21-1164,376,1861
3-1251,376,1862
4-1012,376,1863
7-325,375,1864
10-365,375,1865
15-240,374,1866
8-40,373,1867
18-791,373,1868
26-118,372,1869
13-738,372,1870
13-134,372,1871
15-170,371,1872
18-776,371,1873
2-90,371,1874
4-3106,371,1875
18-133,371,1876
13-843,370,1877
10-1689,370,1878
11-950,370,1879
15-832,370,1880
11-287,370,1881
18-333,370,1882
24-374,369,1883
26-651,369,1884
11-824,369,1885
11-210,369,1886
13-640,369,1887
13-196,369,1888
11-708,369,1889
7-944,369,1890
7-232,368,1891
13-792,368,1892
7-2172,368,1893
15-646,368,1894
18-5,368,1895
2-5,368,1896
26-286,367,1897
4-1021,366,1898
7-2269,366,1899
7-311,366,1900
13-144,365,1901
11-152,365,1902
7-104,365,1903
24-305,365,1904
13-427,364,1905
24-5,364,1906
5-15,364,1907
18-335,364,1908
21-299,363,1909
10-378,363,1910
3-316,363,1911
26-386,363,1912
12-307,363,1913
7-1053,363,1914
2-252,362,1915
10-2315,362,1916
25-29,362,1917
15-697,360,1918
18-461,360,1919
15-1530,360,1920
24-360,359,1921
21-6747,358,1922
15-366,358,1923
16-6275,358,1924
24-602,358,1925
12-7091,358,1926
3-7432,358,1927
7-518,358,1928
4-5277,358,1929
24-3213,358,1930
7-847,357,1931
19-45,357,1932
1-100,356,1933
7-13,356,1934
26-261,356,1935
18-323,356,1936
18-203,356,1937
19-150,355,1938
11-75,354,1939
13-73,354,1940
7-264,353,1941
18-855,353,1942
18-1064,353,1943
15-1851,353,1944
15-759,352,1945
2-253,352,1946
7-1249,352,1947
18-537,352,1948
15-207,351,1949
2-75,351,1950
10-785,351,1951
15-246,350,1952
7-243,350,1953
19-207,350,1954
10-162,350,1955
11-1528,350,1956
10-1021,350,1957
10-325,350,1958
15-218,349,1959
13-411,349,1960
11-559,349,1961
15-438,349,1962
15-156,349,1963
10-17,349,1964
13-512,349,1965
11-445,349,1966
15-1470,348,1967
10-1102,348,1968
15-1156,348,1969
11-250,348,1970
7-233,348,1971
18-243,348,1972
18-257,347,1973
11-463,347,1974
2-126,347,1975
7-857,347,1976
19-166,347,1977
3-209,346,1978
18-156,346,1979
13-242,346,1980
26-480,346,1981
18-418,346,1982
11-262,346,1983
7-663,345,1984
11-890,345,1985
4-375,345,1986
15-393,345,1987
7-1045,344,1988
11-198,344,1989
24-702,344,1990
11-849,344,1991
24-348,344,1992
13-184,344,1993
7-1170,343,1994
24-145,343,1995
24-516,343,1996
18-773,343,1997
7-2722,343,1998
15-89,343,1999
12-4240,342,2000
10-224,342,2001
16-3822,342,2002
3-4423,342,2003
15-1801,342,2004
11-703,342,2005
21-4049,342,2006
10-1211,342,2007
7-2320,341,2008
7-1189,341,2009
18-1315,341,2010
19-138,341,2011
21-1524,341,2012
13-1376,341,2013
15-982,341,2014
16-1462,341,2015
12-1570,341,2016
2-158,340,2017
15-426,340,2018
3-3841,340,2019
24-2850,340,2020
21-3525,340,2021
13-944,340,2022
15-579,340,2023
18-286,340,2024
12-3682,340,2025
11-1075,340,2026
3-6,339,2027
18-1338,339,2028
12-6,339,2029
15-2435,339,2030
26-68,339,2031
13-226,339,2032
21-6,339,2033
16-6,339,2034
4-6,339,2035
2-73,339,2036
4-5355,338,2037
10-1094,338,2038
16-6379,338,2039
12-7218,338,2040
21-6863,338,2041
21-790,337,2042
7-189,337,2043
2-275,337,2044
4-696,337,2045
24-503,337,2046
3-844,337,2047
10-125,337,2048
18-604,337,2049
16-768,337,2050
4-700,337,2051
11-649,337,2052
12-811,337,2053
3-1636,336,2054
11-233,336,2055
15-116,336,2056
11-352,336,2057
11-1070,336,2058
13-939,336,2059
15-250,335,2060
15-479,334,2061
10-124,334,2062
13-1863,333,2063
7-2286,333,2064
19-111,333,2065
7-122,333,2066
2-199,333,2067
7-1106,333,2068
4-46,332,2069
7-278,332,2070
24-146,332,2071
24-1953,332,2072
4-1252,331,2073
16-1400,331,2074
15-494,331,2075
7-1972,331,2076
24-708,330,2077
2-403,330,2078
11-1431,330,2079
18-1295,330,2080
10-848,330,2081
13-469,330,2082
7-1076,330,2083
13-141,329,2084
11-148,329,2085
15-1013,329,2086
7-108,329,2087
7-158,329,2088
26-113,328,2089
18-536,328,2090
13-158,328,2091
7-181,328,2092
13-91,328,2093
13-438,328,2094
11-168,328,2095
11-93,328,2096
19-345,327,2097
13-125,327,2098
15-1110,327,2099
26-3,327,2100
16-629,327,2101
13-340,326,2102
4-217,326,2103
24-172,326,2104
19-61,326,2105
15-0,326,2106
19-254,326,2107
11-372,326,2108
11-758,326,2109
13-683,326,2110
15-1196,325,2111
26-134,325,2112
10-1966,325,2113
11-2279,325,2114
13-1014,324,2115
5-13,324,2116
2-83,324,2117
18-123,324,2118
18-159,324,2119
15-1280,324,2120
11-1160,324,2121
18-434,324,2122
7-220,324,2123
13-1814,324,2124
10-506,323,2125
1-95,323,2126
7-132,323,2127
24-636,323,2128
7-249,323,2129
10-103,322,2130
18-294,322,2131
4-12844,322,2132
2-160,322,2133
15-958,321,2134
13-673,321,2135
11-748,321,2136
15-348,321,2137
13-433,320,2138
15-82,320,2139
7-685,320,2140
15-71,320,2141
18-790,320,2142
15-1152,320,2143
18-61,320,2144
15-1266,320,2145
15-1630,319,2146
18-367,319,2147
21-68,319,2148
2-195,319,2149
24-700,319,2150
2-53,319,2151
15-829,319,2152
10-181,319,2153
11-817,318,2154
26-173,318,2155
10-189,318,2156
18-288,318,2157
13-731,318,2158
13-1039,318,2159
15-402,318,2160
15-188,318,2161
24-254,318,2162
18-482,318,2163
11-1190,318,2164
19-177,317,2165
10-1518,317,2166
7-78,317,2167
15-209,317,2168
7-388,316,2169
4-479,316,2170
13-549,316,2171
7-625,316,2172
24-10,315,2173
15-223,315,2174
18-352,315,2175
11-548,315,2176
7-200,315,2177
19-122,315,2178
13-503,315,2179
7-141,314,2180
15-363,314,2181
3-274,314,2182
11-36,314,2183
15-587,314,2184
2-249,314,2185
13-364,313,2186
26-468,313,2187
24-199,313,2188
11-397,313,2189
7-3801,313,2190
11-452,313,2191
4-260,313,2192
11-720,313,2193
11-1522,313,2194
13-418,313,2195
1-12,312,2196
3-442,312,2197
11-469,312,2198
12-429,312,2199
4-378,312,2200
21-420,312,2201
26-2102,312,2202
16-411,312,2203
4-1215,312,2204
15-1319,312,2205
18-832,312,2206
7-1463,311,2207
7-1036,311,2208
7-976,311,2209
11-1064,311,2210
10-278,311,2211
13-704,311,2212
2-356,311,2213
7-366,311,2214
8-15,311,2215
15-675,311,2216
7-1378,311,2217
2-192,310,2218
11-782,310,2219
16-16504,310,2220
15-19,310,2221
10-3100,310,2222
10-531,310,2223
11-7,310,2224
10-180,310,2225
10-578,309,2226
11-26,309,2227
13-26,309,2228
10-579,309,2229
7-875,309,2230
10-904,309,2231
18-416,308,2232
18-1050,308,2233
2-210,308,2234
19-35,308,2235
13-896,308,2236
15-1827,308,2237
18-75,308,2238
18-113,308,2239
15-960,308,2240
13-855,308,2241
11-30,308,2242
26-1207,308,2243
8-33,308,2244
11-1016,308,2245
15-2189,307,2246
18-1216,307,2247
2-342,307,2248
26-1374,307,2249
15-2199,307,2250
18-184,307,2251
24-1587,307,2252
7-3216,307,2253
2-118,307,2254
16-2683,306,2255
4-2363,306,2256
21-2819,306,2257
3-3064,306,2258
7-493,306,2259
12-2944,306,2260
24-1551,306,2261
13-1036,305,2262
10-1846,305,2263
18-450,305,2264
11-1187,305,2265
15-679,305,2266
26-256,304,2267
3-1785,304,2268
15-1339,304,2269
4-328,304,2270
12-370,304,2271
10-176,304,2272
3-382,304,2273
12-1713,304,2274
21-1661,304,2275
11-366,304,2276
21-361,304,2277
16-354,304,2278
24-883,304,2279
26-103,303,2280
21-208,303,2281
4-451,303,2282
11-232,303,2283
11-276,303,2284
24-148,303,2285
16-281,303,2286
4-184,303,2287
16-205,303,2288
16-491,303,2289
11-1122,303,2290
21-502,303,2291
3-215,303,2292
12-211,303,2293
13-984,303,2294
7-854,302,2295
19-204,302,2296
7-804,302,2297
24-8,302,2298
11-1135,302,2299
16-141,302,2300
21-144,302,2301
18-236,302,2302
13-686,302,2303
4-130,302,2304
11-1571,302,2305
24-33,301,2306
7-613,301,2307
2-15,301,2308
21-1915,300,2309
15-280,300,2310
10-981,300,2311
7-667,300,2312
10-254,300,2313
4-1633,300,2314
16-1831,300,2315
11-1012,299,2316
13-893,299,2317
15-404,299,2318
10-216,299,2319
7-1300,299,2320
7-1361,299,2321
21-23,298,2322
19-165,298,2323
10-863,298,2324
10-832,298,2325
18-193,298,2326
16-23,298,2327
15-657,298,2328
7-404,298,2329
4-7254,298,2330
4-22,298,2331
11-1360,298,2332
12-1231,298,2333
21-1196,298,2334
3-1285,298,2335
7-1118,297,2336
24-99,297,2337
13-354,296,2338
13-146,296,2339
11-828,296,2340
4-2137,296,2341
12-666,296,2342
10-767,296,2343
11-387,296,2344
13-742,296,2345
18-363,296,2346
10-572,295,2347
11-761,295,2348
18-296,295,2349
4-2715,295,2350
11-1100,295,2351
13-966,295,2352
3-3549,295,2353
12-3409,295,2354
16-3098,295,2355
21-3257,295,2356
13-325,294,2357
15-6,294,2358
26-810,294,2359
15-498,294,2360
13-32,293,2361
18-1095,293,2362
2-59,293,2363
13-302,293,2364
24-371,293,2365
15-1923,293,2366
11-72,293,2367
11-33,293,2368
11-331,293,2369
2-139,293,2370
18-87,293,2371
18-229,293,2372
16-2415,292,2373
15-186,292,2374
12-2643,292,2375
26-1912,292,2376
21-2535,292,2377
13-492,292,2378
26-414,292,2379
11-535,292,2380
15-723,292,2381
3-2749,292,2382
18-475,292,2383
21-955,291,2384
3-1021,291,2385
11-1111,291,2386
10-1517,291,2387
3-693,291,2388
10-227,291,2389
15-476,291,2390
13-977,291,2391
12-980,291,2392
16-425,291,2393
24-203,291,2394
15-660,291,2395
24-603,291,2396
10-2257,291,2397
16-922,291,2398
18-620,291,2399
4-835,291,2400
4-727,290,2401
18-358,290,2402
24-25,290,2403
2-190,290,2404
2-217,290,2405
15-212,289,2406
2-180,289,2407
13-1577,289,2408
14-18,289,2409
7-628,289,2410
13-14,289,2411
24-821,289,2412
11-14,289,2413
11-1885,289,2414
18-342,289,2415
15-1074,289,2416
11-260,288,2417
16-1137,288,2418
26-2550,288,2419
11-82,288,2420
10-179,288,2421
7-87,288,2422
13-80,288,2423
11-347,288,2424
13-655,288,2425
13-318,288,2426
10-1960,288,2427
24-386,287,2428
16-1536,287,2429
10-220,287,2430
1-112,287,2431
7-1745,287,2432
12-590,287,2433
4-1371,287,2434
21-1599,287,2435
7-826,287,2436
15-1231,287,2437
4-519,287,2438
11-1085,287,2439
16-564,287,2440
13-954,287,2441
7-75,287,2442
3-1715,287,2443
12-1647,287,2444
21-576,287,2445
3-613,287,2446
10-864,286,2447
3-428,286,2448
13-1301,286,2449
8-20,286,2450
10-8,286,2451
11-1539,286,2452
10-249,286,2453
18-58,285,2454
11-173,285,2455
3-5,285,2456
16-5,285,2457
4-5,285,2458
12-5,285,2459
21-5,285,2460
14-19,285,2461
15-919,284,2462
8-55,284,2463
18-111,284,2464
7-1068,284,2465
7-991,284,2466
15-788,284,2467
7-987,284,2468
18-219,284,2469
18-520,284,2470
19-287,284,2471
13-825,284,2472
13-599,283,2473
18-600,283,2474
15-937,283,2475
7-576,283,2476
15-233,283,2477
7-660,283,2478
11-663,283,2479
13-486,282,2480
26-126,282,2481
11-249,282,2482
4-1670,282,2483
16-1877,282,2484
3-2116,282,2485
15-125,282,2486
4-33,282,2487
12-2038,282,2488
13-232,282,2489
21-1964,282,2490
16-571,281,2491
11-869,281,2492
10-622,281,2493
15-2138,281,2494
3-145,281,2495
21-584,281,2496
21-145,281,2497
11-923,281,2498
4-526,281,2499
13-776,281,2500
12-145,281,2501
13-821,281,2502
7-890,281,2503
16-142,281,2504
15-792,280,2505
7-1488,280,2506
16-171,280,2507
4-152,280,2508
26-606,280,2509
21-174,280,2510
24-723,280,2511
24-224,280,2512
2-108,280,2513
4-81,280,2514
19-65,280,2515
10-1304,280,2516
4-289,280,2517
12-19331,279,2518
13-205,279,2519
10-1973,279,2520
11-220,279,2521
3-20437,279,2522
18-206,279,2523
16-310,279,2524
18-940,279,2525
21-317,279,2526
7-1166,279,2527
21-18180,279,2528
7-915,278,2529
13-751,278,2530
11-839,278,2531
16-8851,277,2532
13-619,277,2533
13-295,277,2534
11-229,277,2535
19-310,277,2536
11-323,277,2537
21-1776,277,2538
11-125,277,2539
13-53,277,2540
11-54,277,2541
7-1668,277,2542
12-1833,277,2543
16-3979,277,2544
3-1905,277,2545
7-601,277,2546
24-242,277,2547
11-1046,277,2548
11-1194,276,2549
10-1359,276,2550
2-213,276,2551
10-1854,276,2552
10-1076,276,2553
13-1042,276,2554
7-2823,276,2555
16-744,275,2556
26-20,275,2557
11-396,275,2558
21-763,275,2559
4-675,275,2560
7-125,275,2561
24-28,275,2562
7-883,275,2563
16-2790,274,2564
7-162,274,2565
16-1181,274,2566
12-3066,274,2567
10-3311,274,2568
3-3188,274,2569
18-638,274,2570
21-2933,274,2571
19-397,274,2572
15-224,273,2573
11-266,273,2574
15-481,273,2575
7-1882,273,2576
4-2512,273,2577
1-94,273,2578
15-178,273,2579
13-245,273,2580
26-88,273,2581
18-556,273,2582
18-334,273,2583
18-192,272,2584
2-96,272,2585
10-766,272,2586
24-174,272,2587
24-176,272,2588
11-1440,272,2589
18-645,272,2590
7-696,272,2591
15-41,272,2592
10-609,272,2593
2-208,271,2594
18-411,271,2595
13-333,271,2596
26-569,271,2597
11-363,271,2598
7-1105,271,2599
18-145,271,2600
11-602,271,2601
7-1078,270,2602
18-947,270,2603
15-311,270,2604
15-744,270,2605
10-26,270,2606
7-1164,270,2607
11-378,270,2608
15-1839,270,2609
15-301,270,2610
11-254,270,2611
13-346,270,2612
13-235,270,2613
18-231,270,2614
15-509,270,2615
10-1003,269,2616
26-400,269,2617
1-45,269,2618
26-905,269,2619
7-869,268,2620
24-1349,268,2621
11-1307,268,2622
24-132,268,2623
18-318,268,2624
7-1759,268,2625
19-251,268,2626
3-308,267,2627
21-292,267,2628
4-6597,267,2629
12-299,267,2630
13-484,266,2631
7-2229,266,2632
13-1252,266,2633
15-756,266,2634
11-1474,266,2635
7-1573,266,2636
18-182,266,2637
11-527,266,2638
13-56,265,2639
7-590,265,2640
25-28,265,2641
18-276,265,2642
10-1321,265,2643
10-1222,265,2644
26-1548,264,2645
11-277,264,2646
18-505,264,2647
4-1114,264,2648
1-69,264,2649
13-748,264,2650
11-836,264,2651
18-513,264,2652
13-254,264,2653
13-348,264,2654
7-554,264,2655
13-468,263,2656
16-344,263,2657
4-2445,263,2658
7-33,263,2659
11-510,263,2660
18-588,263,2661
13-341,263,2662
3-4319,263,2663
19-302,263,2664
12-4140,263,2665
10-818,263,2666
21-3954,263,2667
7-1020,262,2668
11-373,262,2669
21-351,262,2670
19-163,262,2671
26-210,262,2672
7-1986,262,2673
18-548,262,2674
16-20775,261,2675
7-2046,261,2676
7-1458,261,2677
13-929,261,2678
10-1536,261,2679
13-516,261,2680
10-2971,261,2681
5-17,261,2682
11-529,261,2683
26-473,261,2684
11-813,261,2685
4-1918,261,2686
18-956,261,2687
7-641,261,2688
4-15878,261,2689
21-23034,261,2690
10-99,260,2691
11-403,260,2692
2-102,260,2693
13-370,260,2694
2-132,260,2695
13-181,260,2696
18-220,260,2697
4-585,260,2698
4-2198,259,2699
19-80,259,2700
15-331,259,2701
11-928,259,2702
7-1167,259,2703
13-464,258,2704
11-979,258,2705
11-285,258,2706
7-1425,258,2707
26-331,258,2708
13-261,258,2709
15-155,258,2710
11-506,258,2711
10-4321,258,2712
13-864,258,2713
24-1338,258,2714
7-768,258,2715
7-812,258,2716
10-258,258,2717
18-929,257,2718
26-920,257,2719
7-1003,257,2720
24-4355,256,2721
21-5407,256,2722
13-511,256,2723
1-67,256,2724
11-165,256,2725
11-558,256,2726
10-1056,256,2727
13-760,256,2728
13-155,256,2729
12-360,255,2730
4-468,255,2731
14-15,254,2732
11-509,254,2733
11-195,254,2734
13-467,254,2735
10-102,254,2736
7-2049,254,2737
13-900,253,2738
2-181,253,2739
15-99,253,2740
18-775,253,2741
11-1020,253,2742
10-135,253,2743
26-360,253,2744
18-82,253,2745
3-26006,252,2746
7-145,252,2747
12-24550,252,2748
19-135,252,2749
7-281,252,2750
13-445,251,2751
11-676,251,2752
24-3120,251,2753
10-802,251,2754
11-483,251,2755
13-847,251,2756
10-324,251,2757
2-27,251,2758
10-228,251,2759
13-610,251,2760
24-1767,251,2761
13-248,251,2762
18-31,251,2763
11-270,251,2764
15-864,251,2765
3-78,250,2766
11-1149,250,2767
11-504,250,2768
16-77,250,2769
21-78,250,2770
12-78,250,2771
11-1246,250,2772
13-1084,250,2773
7-570,250,2774
10-197,250,2775
10-875,249,2776
12-4520,249,2777
4-3503,249,2778
21-4313,249,2779
13-225,249,2780
13-895,249,2781
3-4714,249,2782
11-1014,249,2783
16-4067,249,2784
13-81,248,2785
15-997,248,2786
15-1233,248,2787
7-849,248,2788
15-1803,248,2789
11-83,248,2790
2-346,247,2791
21-2838,247,2792
19-385,247,2793
10-2033,247,2794
7-1284,247,2795
2-122,247,2796
4-1876,247,2797
7-39,247,2798
18-893,247,2799
15-189,247,2800
3-3083,247,2801
11-686,247,2802
12-2963,247,2803
16-2702,247,2804
2-188,246,2805
16-7985,246,2806
2-196,246,2807
18-368,246,2808
18-2916,246,2809
15-6147,246,2810
4-1447,246,2811
19-54,246,2812
18-355,246,2813
18-427,246,2814
13-323,245,2815
7-1054,245,2816
7-2278,245,2817
24-788,245,2818
15-42,245,2819
18-165,245,2820
18-66,245,2821
13-365,245,2822
15-78,245,2823
19-119,245,2824
7-852,245,2825
11-398,245,2826
7-277,245,2827
7-455,245,2828
13-591,244,2829
16-2274,244,2830
15-79,244,2831
11-654,244,2832
4-2017,244,2833
15-181,244,2834
24-730,244,2835
26-373,243,2836
2-94,243,2837
18-140,243,2838
26-1603,243,2839
21-3904,243,2840
18-736,243,2841
18-1073,243,2842
24-223,243,2843
10-46,243,2844
4-288,243,2845
15-2360,243,2846
15-996,243,2847
26-695,243,2848
7-622,243,2849
13-1158,243,2850
11-1341,243,2851
16-3690,243,2852
26-31,243,2853
11-710,242,2854
2-262,242,2855
13-642,242,2856
13-161,242,2857
12-2485,242,2858
7-3049,242,2859
21-2385,242,2860
4-2484,242,2861
7-1051,242,2862
15-1240,242,2863
11-171,242,2864
3-2583,242,2865
13-258,242,2866
7-618,241,2867
4-218,241,2868
26-1048,241,2869
16-309,241,2870
7-998,241,2871
16-1172,241,2872
7-139,241,2873
21-1218,241,2874
7-1688,241,2875
13-1097,241,2876
24-232,241,2877
15-825,241,2878
13-383,240,2879
26-3291,240,2880
11-416,240,2881
2-182,240,2882
18-316,240,2883
15-448,240,2884
7-1171,240,2885
10-1045,240,2886
3-1307,240,2887
12-1253,240,2888
7-92,240,2889
11-288,239,2890
2-135,239,2891
26-302,239,2892
13-754,239,2893
15-724,239,2894
7-107,239,2895
10-119,239,2896
18-224,239,2897
10-983,239,2898
13-263,239,2899
4-1814,239,2900
11-844,239,2901
26-255,239,2902
2-178,238,2903
21-4731,238,2904
10-2610,238,2905
15-2395,238,2906
2-336,238,2907
24-744,238,2908
10-888,238,2909
